Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access,Primary_AI_Tool,Num_AI_Tools_Used,Academic_Use_Flag,Usage_Bucket
Rakhi,"Tura Polytechnic College, Tura",Engineering,2,Claude,2.2,Exam Preparation,5,-4,True,Copilot,6,False,Meghalaya,Laptop,Poor,Claude,1,False,Medium (1-3h)
Ramya,"Jettwings Group Of Institutes, Guwahati",Hotel-Management,4,Copilot,3.0,Exam Preparation,1,-5,True,ChatGPT,5,False,Assam,Mobile,Medium,Copilot,1,False,Medium (1-3h)
Sneha,Shri Shankaracharya Institute Of Professional Management And,Science,4,Bard,1.8,"Doubt Solving, Project Work, MCQ Practice",4,-4,True,Copilot,2,True,Chhattisgarh,Mobile,Medium,Bard,1,False,Medium (1-3h)
Divya,"Sushant University / Ansal University, Gurgaon",Management,2,Gemini,2.9,"Coding Help, Content Writing",4,-2,True,Gemini,2,False,Haryana,Mobile,Medium,Gemini,1,False,Medium (1-3h)
Neha,Chandigarh Institute Of Hotel Management And Catering,Hotel-Management,1,Copilot,3.5,"Resume Writing, Coding Help, Assignments",2,-5,True,Claude,6,False,Haryana,Mobile,Medium,Copilot,1,True,High (3h+)
Pooja,Mizoram University,Commerce,2,Other,4.0,"Coding Help, Assignments",3,1,False,Bard,2,False,Mizoram,Tablet,Medium,Other,1,True,High (3h+)
Kavya,"Motherhood University, Roorkee",Science,1,Claude,2.5,"Assignments, Exam Preparation",5,-3,False,Gemini,5,True,Uttarakhand,Tablet,Medium,Claude,1,True,Medium (1-3h)
Aishwarya,Indian Institute Of Technology,Arts,1,Gemini,3.8,Assignments,1,-2,True,Claude,6,False,Chhattisgarh,Mobile,Poor,Gemini,1,True,High (3h+)
Shreya,Dav College,Commerce,1,Bard,4.1,"Project Work, MCQ Practice, Resume Writing",2,1,False,Copilot,2,False,Punjab,Mobile,High,Bard,1,False,High (3h+)
Nandini,"Sambalpur University, Sambalpur",Law,1,Gemini,1.5,"Assignments, Project Work, Doubt Solving",4,-1,False,Copilot,2,True,Orissa,Mobile,Poor,Gemini,1,True,Medium (1-3h)
Aarav,Indian Institute Of Technology,Science,2,Copilot,3.0,"MCQ Practice, Exam Preparation",3,4,False,Gemini,9,True,Uttarakhand,Mobile,Medium,Copilot,1,False,Medium (1-3h)
Vivaan,Indian Institute Of Public Health,Medical,4,ChatGPT,1.5,"Assignments, Learning new topics",1,5,False,Other,5,False,Telangana,Mobile,Poor,ChatGPT,1,True,Medium (1-3h)
Aditya,"Nef Law College, Guwahati",Law,2,Claude,2.7,Resume Writing,3,-4,True,Gemini,9,True,Assam,Tablet,Poor,Claude,1,False,Medium (1-3h)
Vihaan,"Jis University, Kolkata",Hotel-Management,4,Other,0.9,Doubt Solving,2,5,False,ChatGPT,10,False,West Bengal,Laptop,Medium,Other,1,False,Low (<1h)
Arjun,"Indian Institute Of Oilseeds Research, Hyderabad",Agriculture,2,Gemini,1.8,"Project Work, Learning new topics",3,2,False,Gemini,2,False,Telangana,Mobile,Medium,Gemini,1,True,Medium (1-3h)
Sai,"Global Institute, Amritsar",Pharmacy,1,Gemini,1.0,"Exam Preparation, Learning new topics",4,-4,False,Gemini,8,True,Punjab,Laptop,Medium,Gemini,1,True,Low (<1h)
Reyansh,Indira Gandhi Krishi Vishwavidyalaya,Science,1,ChatGPT,1.2,"Content Writing, Assignments, Coding Help",3,-3,True,Other,4,False,Chhattisgarh,Laptop,Medium,ChatGPT,1,True,Medium (1-3h)
Ayaan,Abhilashi Institute Of Management Studies,Management,1,Other,1.8,Assignments,4,2,True,ChatGPT,8,False,Himachal Pradesh,Mobile,High,Other,1,True,Medium (1-3h)
Krishna,Sri Venkateswara University,Commerce,1,ChatGPT,4.2,Resume Writing,2,1,False,Other,2,True,Andhra Pradesh,Mobile,High,ChatGPT,1,False,High (3h+)
Ishaan,"Alankar P.G. Girls College, Jaipur",Arts,1,Gemini,4.6,"Resume Writing, Coding Help",3,-4,True,Claude,1,True,Rajasthan,Tablet,Medium,Gemini,1,False,High (3h+)
Rudra,"Daulatbhai Trivedi Law College, Ahmedabad",Law,4,Claude,0.6,"Project Work, Resume Writing, Exam Preparation",2,-3,False,Copilot,8,True,Gujarat,Mobile,Medium,Claude,1,False,Low (<1h)
Dhruv,Bonnie Foi College,Law,2,Other,1.8,"Doubt Solving, Exam Preparation",1,-4,False,Claude,3,False,Madhya Pradesh,Mobile,Medium,Other,1,False,Medium (1-3h)
Kabir,Indian Institute Of Technology,Arts,2,Other,5.0,"Assignments, Project Work, Exam Preparation",3,2,False,Copilot,10,True,Uttar Pradesh,Laptop,Medium,Other,1,True,High (3h+)
Atharv,"Risali Institute Of Management, Hyderabad",Hotel-Management,2,ChatGPT,1.9,Assignments,3,-5,False,Bard,6,True,Telangana,Mobile,High,ChatGPT,1,True,Medium (1-3h)
Om,Himachal Pradesh University,Hotel-Management,2,Other,1.6,"Assignments, MCQ Practice, Content Writing",4,0,True,Gemini,4,True,Himachal Pradesh,Tablet,High,Other,1,True,Medium (1-3h)
Anaya,"Southern International Hotel Management Academy, Visakhapatnam",Hotel-Management,3,Bard,0.6,"Learning new topics, Resume Writing, Content Writing",2,2,False,Gemini,8,False,Andhra Pradesh,Mobile,High,Bard,1,True,Low (<1h)
Siya,"Tagore Government College Of Education, Port Blair",Arts,2,Bard,1.5,"Exam Preparation, Assignments, Resume Writing",5,-2,True,Copilot,3,True,Andaman,Mobile,Medium,Bard,1,True,Medium (1-3h)
Diya,"Sikkim University, Gangtok",Management,2,Bard,3.7,Coding Help,5,0,True,Copilot,7,True,Sikkim,Laptop,Medium,Bard,1,False,High (3h+)
Myra,"Khelhoshe Polytechnic Atoizu[Kpa], Kohima",Engineering,3,Gemini,4.9,"Project Work, Exam Preparation, Learning new topics",3,-3,False,Gemini,10,True,Nagaland,Laptop,Poor,Gemini,1,True,High (3h+)
Aadhya,"Sri Guru Gobind Singh College Of Pharmacy,",Pharmacy,3,Gemini,1.3,Project Work,5,-5,True,Bard,6,False,Punjab,Tablet,High,Gemini,1,False,Medium (1-3h)
Riya,College Of Veterinary And Animal Sciences,Medical,1,Claude,1.1,"Coding Help, MCQ Practice, Resume Writing",3,-3,True,Other,6,False,Rajasthan,Mobile,Poor,Claude,1,False,Medium (1-3h)
Pari,Swami Vivekanand Polytechnic College,Engineering,2,Gemini,3.6,"Content Writing, Coding Help",1,-5,False,Claude,7,False,Chandigarh,Laptop,Medium,Gemini,1,False,High (3h+)
Anika,"Patna Law College, Patna",Law,4,Copilot,3.0,Exam Preparation,5,5,True,Gemini,8,True,Bihar,Mobile,High,Copilot,1,False,Medium (1-3h)
Ira,"Longowal Polytechnic College, Chandigarh",Engineering,1,Copilot,1.7,Coding Help,3,-3,False,Gemini,2,False,Chandigarh,Laptop,Medium,Copilot,1,False,Medium (1-3h)
Meera,"Institute Of Engineering And Technology, Devi Ahilya",Engineering,4,Other,0.6,"Resume Writing, Project Work, Coding Help",1,-4,False,Gemini,4,False,Madhya Pradesh,Tablet,High,Other,1,False,Low (<1h)
Saanvi,Cmr Engineering College,Engineering,3,Other,1.8,Coding Help,1,1,False,Gemini,1,True,Telangana,Mobile,Poor,Other,1,False,Medium (1-3h)
Navya,Mehr Chand Mahajan Dayanand Anglo Vedic College,Commerce,1,Copilot,4.2,"Exam Preparation, MCQ Practice, Assignments",1,-2,True,Other,5,False,Chandigarh,Laptop,Poor,Copilot,1,True,High (3h+)
Aarohi,Dr Cc Mattei Electro Homoeopathic Alternative Medical,Medical,3,Claude,2.6,"Content Writing, Coding Help, Learning new topics",5,1,True,Copilot,7,False,Telangana,Mobile,High,Claude,1,True,Medium (1-3h)
Prisha,Suresh Gyan Vihar University,Pharmacy,1,Copilot,2.5,"MCQ Practice, Content Writing",5,-5,True,Other,2,False,Rajasthan,Tablet,Poor,Copilot,1,False,Medium (1-3h)
Ishita,"Tula'S Institute, Dehradun",Agriculture,4,Bard,1.5,Project Work,5,1,False,Bard,4,True,Uttarakhand,Laptop,Poor,Bard,1,False,Medium (1-3h)
Rakhi,Silicon Institute Of Technology,Engineering,4,Other,0.7,"Doubt Solving, Resume Writing, Assignments",4,-3,True,Gemini,4,True,Orissa,Mobile,Poor,Other,1,True,Low (<1h)
Ramya,Sri Padmavati Mahila Visvavidyalayam,Law,1,Other,2.5,"Resume Writing, Content Writing, Doubt Solving",1,-4,False,Bard,7,True,Andhra Pradesh,Laptop,Medium,Other,1,False,Medium (1-3h)
Sneha,Jawaharlal Nehru Technological University,Arts,4,ChatGPT,4.0,"Doubt Solving, Project Work, Assignments",4,-3,True,Bard,10,False,Telangana,Mobile,Medium,ChatGPT,1,True,High (3h+)
Divya,Sanjay Gandhi Postgraduate Institute Of Medical Sciences,Science,1,Copilot,4.4,"Project Work, Content Writing",4,5,False,Bard,10,True,Uttar Pradesh,Mobile,Poor,Copilot,1,False,High (3h+)
Neha,Sher-E-Kashmir University Of Agricultural Sciences And Technology,Agriculture,3,Claude,1.1,"Project Work, Assignments, MCQ Practice",3,-2,True,Other,8,False,Jammu,Laptop,High,Claude,1,True,Medium (1-3h)
Pooja,Vns College Of Arts And Science,Medical,3,Copilot,1.9,"Coding Help, MCQ Practice",2,-1,False,Copilot,5,False,Kerala,Tablet,Medium,Copilot,1,False,Medium (1-3h)
Kavya,"Lingaya'S Vidyapeeth, Faridabad",Arts,1,Gemini,2.5,"Exam Preparation, Learning new topics",1,3,True,ChatGPT,5,False,Haryana,Mobile,Medium,Gemini,1,True,Medium (1-3h)
Aishwarya,Rv Institute Of Management,Management,1,Gemini,1.4,Assignments,2,-5,False,ChatGPT,6,False,Karnataka,Laptop,Medium,Gemini,1,True,Medium (1-3h)
Shreya,"Ips Academy, Indore",Science,4,Bard,2.3,Assignments,2,0,False,Bard,8,False,Madhya Pradesh,Laptop,Poor,Bard,1,True,Medium (1-3h)
Nandini,"J.C. Bose University Of Science And Technology,",Science,3,Copilot,1.2,"Coding Help, Content Writing",1,1,True,Gemini,10,True,Haryana,Mobile,High,Copilot,1,False,Medium (1-3h)
Aarav,"Kle Technological University, Hubli",Engineering,2,Other,1.4,"Project Work, Assignments, Doubt Solving",1,2,True,Other,3,True,Karnataka,Mobile,High,Other,1,True,Medium (1-3h)
Vivaan,United School Of Business Management,Management,3,Other,4.9,"Content Writing, Project Work, MCQ Practice",3,2,False,Gemini,8,True,Orissa,Tablet,Poor,Other,1,False,High (3h+)
Aditya,Modern Vidya Niketan,Law,4,Bard,1.0,"Learning new topics, Content Writing, Resume Writing",1,2,True,Copilot,5,False,Haryana,Laptop,Medium,Bard,1,True,Low (<1h)
Vihaan,"Nirmala College Of Arts And Science, Chalakkudy,",Hotel-Management,3,Gemini,1.2,Assignments,5,1,False,Other,3,True,Kerala,Tablet,Medium,Gemini,1,True,Medium (1-3h)
Arjun,"Tula'S Institute, Dehradun",Engineering,3,Copilot,4.6,"Project Work, Assignments",5,4,True,Copilot,4,False,Uttarakhand,Tablet,Medium,Copilot,1,True,High (3h+)
Sai,Asn Pharmacy College,Pharmacy,3,Gemini,4.3,"Resume Writing, Content Writing, Assignments",4,-3,False,Other,9,True,Andhra Pradesh,Tablet,Poor,Gemini,1,True,High (3h+)
Reyansh,"Dnyanprassarak Mandal'S College Of Arts Science Commerce Management Studies & Technology, Bardez",Commerce,1,Gemini,2.1,"Content Writing, Project Work, Exam Preparation",3,0,False,Bard,5,False,Goa,Mobile,Poor,Gemini,1,False,Medium (1-3h)
Ayaan,"Wilson College, Mumbai",Commerce,1,Other,3.1,"Coding Help, Exam Preparation, Doubt Solving",5,-4,False,Bard,5,False,Maharashtra,Mobile,Poor,Other,1,False,High (3h+)
Krishna,"Kalindi College, New Delhi",Arts,2,Gemini,2.0,"Exam Preparation, Resume Writing, Doubt Solving",2,-4,False,Copilot,3,True,Delhi Ncr,Tablet,Medium,Gemini,1,False,Medium (1-3h)
Ishaan,"Mvj Medical College And Research Hospital, Hoskote",Agriculture,1,Claude,1.7,Resume Writing,4,-4,True,Bard,7,True,Karnataka,Laptop,High,Claude,1,False,Medium (1-3h)
Rudra,"Government Degree College, Kathua",Arts,4,Claude,0.5,"MCQ Practice, Learning new topics, Assignments",3,3,True,ChatGPT,1,False,Jammu,Mobile,Medium,Claude,1,True,Low (<1h)
Dhruv,"Synod College, Shillong",Commerce,3,Copilot,1.1,"Doubt Solving, Content Writing",2,-4,True,Copilot,5,False,Meghalaya,Tablet,Poor,Copilot,1,False,Medium (1-3h)
Kabir,"J.C. Bose University Of Science And Technology,",Arts,3,Claude,4.5,Learning new topics,4,0,True,Gemini,7,True,Haryana,Mobile,Poor,Claude,1,True,High (3h+)
Atharv,"Bir Tikendrajit University, Imphal",Science,2,Gemini,3.8,"Doubt Solving, Resume Writing, Assignments",3,5,True,Claude,5,False,Manipur,Tablet,High,Gemini,1,True,High (3h+)
Om,Career Point University,Science,1,Other,4.3,Coding Help,4,2,False,ChatGPT,9,True,Rajasthan,Laptop,Medium,Other,1,False,High (3h+)
Anaya,Assam Don Bosco University,Arts,2,Gemini,3.6,"Assignments, Content Writing, MCQ Practice",1,5,False,Bard,10,False,Assam,Laptop,Poor,Gemini,1,True,High (3h+)
Siya,Assam Down Town University,Engineering,1,Copilot,1.0,Exam Preparation,2,4,True,Copilot,9,False,Assam,Laptop,Medium,Copilot,1,False,Low (<1h)
Diya,"Wings Business School, Tirupati",Management,4,Copilot,1.2,"Exam Preparation, MCQ Practice, Learning new topics",4,0,True,ChatGPT,1,False,Andhra Pradesh,Mobile,Poor,Copilot,1,True,Medium (1-3h)
Myra,"St Teresa'S College (Autonomous), Ernakulam",Medical,4,Gemini,4.8,"Coding Help, Doubt Solving, Resume Writing",2,2,False,Copilot,8,True,Kerala,Mobile,Medium,Gemini,1,False,High (3h+)
Aadhya,"Guru Nanak Dev University Regional Campus, Gurdaspur",Law,1,Copilot,2.1,"Learning new topics, Project Work, Doubt Solving",1,-4,True,ChatGPT,3,True,Punjab,Laptop,High,Copilot,1,True,Medium (1-3h)
Riya,Attitude Business School,Hotel-Management,4,Bard,1.7,"Coding Help, Learning new topics, Project Work",3,-3,True,Claude,7,False,Orissa,Laptop,High,Bard,1,True,Medium (1-3h)
Pari,Central Institute Of Technology,Arts,4,Claude,3.4,Coding Help,2,-5,True,ChatGPT,7,True,Assam,Tablet,High,Claude,1,False,High (3h+)
Anika,"Dr Vrk Women'S Medical College, Hyderabad",Medical,4,Gemini,3.3,"Assignments, Resume Writing",4,2,True,Claude,8,True,Telangana,Mobile,Medium,Gemini,1,True,High (3h+)
Ira,"Icfai University, Ranchi",Arts,3,ChatGPT,3.7,"Doubt Solving, MCQ Practice, Learning new topics",3,3,True,Claude,4,True,Jharkhand,Laptop,Poor,ChatGPT,1,True,High (3h+)
Meera,"Ranchi University, Ranchi",Commerce,4,Gemini,4.3,"Assignments, Doubt Solving, Learning new topics",2,3,False,Claude,3,False,Jharkhand,Laptop,Poor,Gemini,1,True,High (3h+)
Saanvi,Aaft University Of Media And Arts,Arts,2,Copilot,4.9,Doubt Solving,2,3,False,Claude,4,True,Chhattisgarh,Laptop,Medium,Copilot,1,False,High (3h+)
Navya,"The National Degree College, Bangalore",Commerce,4,ChatGPT,4.4,"Learning new topics, Coding Help",4,5,True,ChatGPT,7,True,Karnataka,Mobile,High,ChatGPT,1,True,High (3h+)
Aarohi,"College Of Engineering, Trivandrum",Engineering,1,ChatGPT,4.1,"Content Writing, MCQ Practice, Learning new topics",4,0,False,ChatGPT,4,False,Kerala,Laptop,High,ChatGPT,1,True,High (3h+)
Prisha,"Government Degree College For Boys, Anantnag",Science,4,Other,3.5,"Exam Preparation, Coding Help, Assignments",2,-5,False,Copilot,5,True,Jammu,Tablet,High,Other,1,True,High (3h+)
Ishita,"Jamia Tul Banat Saifni, Srinagar",Arts,1,Gemini,2.7,"Project Work, Coding Help, Resume Writing",5,-2,True,ChatGPT,7,False,Jammu,Laptop,Poor,Gemini,1,False,Medium (1-3h)
Rakhi,Sangam University,Hotel-Management,3,ChatGPT,3.9,Coding Help,4,2,True,Claude,1,True,Rajasthan,Tablet,High,ChatGPT,1,False,High (3h+)
Ramya,Calcutta Institute Of Pharmaceutical Technology & Allied,Pharmacy,4,Bard,4.0,Resume Writing,2,-4,False,Other,10,True,West Bengal,Tablet,Poor,Bard,1,False,High (3h+)
Sneha,Sri Vasavi Engineering College,Engineering,4,Bard,4.6,Content Writing,4,0,False,Claude,3,False,Andhra Pradesh,Laptop,Medium,Bard,1,False,High (3h+)
Divya,Guru Angad Dev Veterinary And Animal Sciences,Agriculture,3,Other,3.0,"Doubt Solving, MCQ Practice",2,-2,False,Other,6,False,Punjab,Tablet,High,Other,1,False,Medium (1-3h)
Neha,"St. Albert'S College, Ernakulam",Commerce,2,Bard,2.9,"Learning new topics, Coding Help, Project Work",3,3,False,Bard,10,False,Kerala,Tablet,Medium,Bard,1,True,Medium (1-3h)
Pooja,"Ashoka University, Sonepat",Arts,3,Claude,4.1,"Coding Help, Assignments, MCQ Practice",2,-5,True,Gemini,5,False,Haryana,Laptop,Medium,Claude,1,True,High (3h+)
Kavya,"Gurugram University, Gurgaon",Management,3,Gemini,4.3,"Content Writing, MCQ Practice, Project Work",5,-5,False,Claude,2,False,Haryana,Tablet,Medium,Gemini,1,False,High (3h+)
Aishwarya,Krupajal Engineering College,Engineering,4,Gemini,2.8,"Content Writing, Assignments, MCQ Practice",4,1,False,Bard,1,False,Orissa,Tablet,Poor,Gemini,1,True,Medium (1-3h)
Shreya,"Government Maharani Laxmi Bai Girls Pg College,",Arts,2,Bard,4.4,"MCQ Practice, Learning new topics",5,3,True,Other,4,True,Madhya Pradesh,Laptop,Medium,Bard,1,True,High (3h+)
Nandini,"Government Ram Bhajan Rai Nes College, Jashpur",Arts,1,Gemini,4.8,"Doubt Solving, Coding Help, MCQ Practice",1,1,False,Bard,5,True,Chhattisgarh,Mobile,Medium,Gemini,1,False,High (3h+)
Aarav,"Av Abdurahiman Haji Arts & Science College,",Arts,3,ChatGPT,2.0,"Resume Writing, Assignments, Coding Help",3,4,True,Other,10,False,Kerala,Laptop,Medium,ChatGPT,1,True,Medium (1-3h)
Vivaan,Emeralds Degree And Pg College,Commerce,3,ChatGPT,4.0,"Doubt Solving, MCQ Practice",2,3,True,Bard,3,False,Andhra Pradesh,Tablet,Medium,ChatGPT,1,False,High (3h+)
Aditya,Indian Institute Of Technology,Arts,4,ChatGPT,2.1,Learning new topics,3,0,False,Gemini,10,True,Orissa,Tablet,Medium,ChatGPT,1,True,Medium (1-3h)
Vihaan,Marwadi University,Agriculture,1,ChatGPT,3.5,"MCQ Practice, Doubt Solving",1,5,False,Claude,2,True,Gujarat,Laptop,Poor,ChatGPT,1,False,High (3h+)
Arjun,Mahatma Gandhi Institute Of Medical Sciences,Pharmacy,3,ChatGPT,4.6,"Doubt Solving, Exam Preparation",4,-5,False,Other,4,False,Maharashtra,Tablet,Medium,ChatGPT,1,False,High (3h+)
Sai,Mahatma Gandhi University,Law,1,Gemini,4.9,"Doubt Solving, Assignments, Learning new topics",1,-2,True,Other,7,True,Kerala,Mobile,Medium,Gemini,1,True,High (3h+)
Reyansh,"Kanoria Pg Mahila Mahavidyalaya, Jaipur",Arts,4,Other,4.2,Resume Writing,1,2,False,ChatGPT,2,True,Rajasthan,Mobile,Poor,Other,1,False,High (3h+)
Ayaan,"Sri Guru Gobind Singh College Of Pharmacy,",Medical,3,Bard,0.8,Content Writing,4,1,False,Other,7,False,Punjab,Laptop,Medium,Bard,1,False,Low (<1h)
Krishna,"Christ University, Bangalore",Engineering,4,Other,1.0,Coding Help,5,-5,True,Copilot,9,False,Karnataka,Laptop,High,Other,1,False,Low (<1h)
Ishaan,Calicut University,Commerce,3,Bard,0.9,"Project Work, Doubt Solving",1,2,True,Bard,4,True,Kerala,Tablet,Medium,Bard,1,False,Low (<1h)
Rudra,"Amity University, Noida",Commerce,3,Other,1.1,"Learning new topics, Assignments, Content Writing",5,-3,True,ChatGPT,1,True,Uttar Pradesh,Tablet,Poor,Other,1,True,Medium (1-3h)
Dhruv,Indian Institute Of Management,Management,1,Copilot,1.4,"Learning new topics, MCQ Practice, Exam Preparation",5,-3,True,Gemini,4,True,Delhi Ncr,Mobile,Poor,Copilot,1,True,Medium (1-3h)
Kabir,"Sastra University, Thanjavur",Engineering,2,Other,4.1,Doubt Solving,4,5,True,Copilot,2,True,Tamil Nadu,Mobile,High,Other,1,False,High (3h+)
Atharv,"D.R. Nayapalli College, Bhubaneswar",Arts,4,Copilot,2.1,"MCQ Practice, Coding Help, Resume Writing",5,-4,True,Copilot,8,False,Orissa,Laptop,Medium,Copilot,1,False,Medium (1-3h)
Om,Rajeev Gandhi Memorial College Of Engineering And,Science,3,Other,3.1,"Learning new topics, Doubt Solving, MCQ Practice",2,-5,False,Gemini,4,False,Andhra Pradesh,Laptop,Medium,Other,1,True,High (3h+)
Anaya,Indian School Of Business Management And Administration,Management,2,Other,3.8,"Exam Preparation, Doubt Solving",3,-1,False,Bard,2,True,Gujarat,Tablet,Medium,Other,1,False,High (3h+)
Siya,Agricultural College And Research Institute,Agriculture,1,Copilot,4.4,Doubt Solving,2,-1,True,Other,2,True,Tamil Nadu,Tablet,Medium,Copilot,1,False,High (3h+)
Diya,Jawaharlal Nehru Rajkeeya Mahavidyalaya,Agriculture,1,Bard,3.1,"MCQ Practice, Assignments, Content Writing",3,3,False,Other,3,False,Andaman,Laptop,High,Bard,1,True,High (3h+)
Myra,Guru Nanak Dev Engineering College,Engineering,3,Gemini,2.6,"Coding Help, Project Work, Resume Writing",5,-5,True,Bard,3,False,Punjab,Laptop,Medium,Gemini,1,False,Medium (1-3h)
Aadhya,"University School Of Business, Chandigarh University",Science,2,Bard,4.8,"Resume Writing, Exam Preparation, Doubt Solving",1,-2,False,Gemini,2,False,Chandigarh,Laptop,Medium,Bard,1,False,High (3h+)
Riya,"Opjs University, Churu",Pharmacy,1,Other,1.4,"Project Work, Exam Preparation",4,-5,True,Other,6,True,Rajasthan,Tablet,Medium,Other,1,False,Medium (1-3h)
Pari,Central India Institute Of Management Studies,Hotel-Management,3,Other,1.7,"Resume Writing, Project Work, Learning new topics",4,0,True,Bard,5,True,Madhya Pradesh,Mobile,High,Other,1,True,Medium (1-3h)
Anika,Mother Teresa Post Graduate And Research Institute Of Health Sciences,Pharmacy,4,Copilot,4.2,"Exam Preparation, Doubt Solving",5,-5,True,Claude,3,False,Puducherry,Mobile,Poor,Copilot,1,False,High (3h+)
Ira,"Bennett University, Greater Noida",Engineering,3,Gemini,1.2,Learning new topics,5,-4,True,Claude,6,True,Uttar Pradesh,Laptop,Medium,Gemini,1,True,Medium (1-3h)
Meera,National Law School Of India University,Arts,4,Claude,1.4,Project Work,1,-2,True,Gemini,10,True,Karnataka,Mobile,Medium,Claude,1,False,Medium (1-3h)
Saanvi,Symbiosis Law School Hyderabad,Law,1,Bard,1.2,Content Writing,2,3,False,Bard,10,False,Telangana,Tablet,Medium,Bard,1,False,Medium (1-3h)
Navya,Rungta College Of Pharmaceutical Sciences And Research,Pharmacy,3,ChatGPT,1.5,"Exam Preparation, Doubt Solving, Coding Help",2,1,True,Bard,3,True,Chhattisgarh,Mobile,Poor,ChatGPT,1,False,Medium (1-3h)
Aarohi,Kasturba Gandhi Degree And Pg College For,Arts,3,Claude,3.2,MCQ Practice,4,1,True,ChatGPT,1,True,Telangana,Tablet,Medium,Claude,1,False,High (3h+)
Prisha,"Malwanchal University, Indore",Pharmacy,4,Gemini,3.2,Exam Preparation,5,4,True,Bard,9,True,Madhya Pradesh,Mobile,Poor,Gemini,1,False,High (3h+)
Ishita,"Spc Education Center, Jaipur",Arts,2,Bard,2.9,Project Work,5,1,False,ChatGPT,9,False,Rajasthan,Mobile,High,Bard,1,False,Medium (1-3h)
Rakhi,Narendra Deva University Of Agriculture And Technology,Agriculture,4,Copilot,3.2,"Coding Help, Project Work, Doubt Solving",3,2,True,ChatGPT,5,False,Uttar Pradesh,Laptop,Poor,Copilot,1,False,High (3h+)
